Date,High,Low,Open,Close,Volume,Adj Close
2004-08-19,52.08208084106445,48.02802658081055,50.050048828125,50.220218658447266,44659000.0,50.220218658447266
2004-08-20,54.5945930480957,50.30030059814453,50.55555725097656,54.20920944213867,22834300.0,54.20920944213867
2004-08-23,56.79679489135742,54.5795783996582,55.4304313659668,54.75475311279297,18256100.0,54.75475311279297
2004-08-24,55.85585403442383,51.83683776855469,55.67567443847656,52.48748779296875,15247300.0,52.48748779296875
2004-08-25,54.054054260253906,51.99199295043945,52.53253173828125,53.05305480957031,9188600.0,53.05305480957031
2004-08-26,54.029029846191406,52.382381439208984,52.52752685546875,54.009010314941406,7094800.0,54.009010314941406
2004-08-27,54.36436462402344,52.89789962768555,54.104103088378906,53.12812805175781,6211700.0,53.12812805175781
2004-08-30,52.79779815673828,51.05605697631836,52.692691802978516,51.05605697631836,5196700.0,51.05605697631836
2004-08-31,51.90690612792969,51.13113021850586,51.201202392578125,51.236236572265625,4917800.0,51.236236572265625
2004-09-01,51.536537170410156,49.884883880615234,51.40140151977539,50.175174713134766,9138200.0,50.175174713134766
2004-09-02,51.236236572265625,49.5195198059082,49.64464569091797,50.80580520629883,15118600.0,50.80580520629883
2004-09-03,50.920921325683594,49.70970916748047,50.5255241394043,50.0550537109375,5152400.0,50.0550537109375
2004-09-07,51.05105209350586,49.854854583740234,50.55555725097656,50.84083938598633,5847500.0,50.84083938598633
2004-09-08,51.566566467285156,50.30030059814453,50.4204216003418,51.201202392578125,4985600.0,51.201202392578125
2004-09-09,51.40640640258789,50.55055236816406,51.316314697265625,51.206207275390625,4061700.0,51.206207275390625
2004-09-10,53.33333206176758,50.70069885253906,50.85084915161133,52.717716217041016,8698800.0,52.717716217041016
2004-09-13,54.25925827026367,53.28328323364258,53.368370056152344,53.803802490234375,7844100.0,53.803802490234375
2004-09-14,56.05605697631836,53.448448181152344,53.778778076171875,55.80080032348633,10828900.0,55.80080032348633
2004-09-15,57.17217254638672,55.155155181884766,55.33533477783203,56.05605697631836,10713000.0,56.05605697631836
2004-09-16,57.95795822143555,55.880882263183594,56.226226806640625,57.04204177856445,9266300.0,57.04204177856445
2004-09-17,58.803802490234375,56.83183288574219,57.267269134521484,58.803802490234375,9472500.0,58.803802490234375
2004-09-20,60.860862731933594,58.443443298339844,58.53353500366211,59.73973846435547,10628700.0,59.73973846435547
2004-09-21,60.27027130126953,58.813812255859375,59.9649658203125,58.97897720336914,7228700.0,58.97897720336914
2004-09-22,59.894893646240234,58.463462829589844,58.758758544921875,59.24924850463867,7581200.0,59.24924850463867
2004-09-23,61.37637710571289,58.56856918334961,59.4794807434082,60.4704704284668,8535600.0,60.4704704284668
2004-09-24,62.11211395263672,59.93994140625,60.5305290222168,59.9749755859375,9123400.0,59.9749755859375
2004-09-27,60.5004997253418,58.95895767211914,59.839839935302734,59.18918991088867,7066100.0,59.18918991088867
2004-09-28,63.763763427734375,60.165164947509766,60.71071243286133,63.493492126464844,16929000.0,63.493492126464844
2004-09-29,67.57757568359375,63.17817687988281,63.413414001464844,65.60560607910156,30516400.0,65.60560607910156
2004-09-30,66.21621704101562,64.56456756591797,65.0150146484375,64.8648681640625,13758000.0,64.8648681640625
2004-10-01,67.18718719482422,64.51451110839844,65.46546173095703,66.35635375976562,15124800.0,66.35635375976562
2004-10-04,68.50350189208984,67.08208465576172,67.69269561767578,67.59759521484375,13022700.0,67.59759521484375
2004-10-05,69.33433532714844,66.18618774414062,67.39739990234375,69.25425720214844,14973200.0,69.25425720214844
2004-10-06,69.29429626464844,68.06806945800781,68.84384155273438,68.60861206054688,13381400.0,68.60861206054688
2004-10-07,70.010009765625,68.34334564208984,68.52852630615234,69.49449157714844,14115000.0,69.49449157714844
2004-10-08,69.909912109375,68.57857513427734,69.42942810058594,68.9339370727539,11069500.0,68.9339370727539
2004-10-11,69.49949645996094,66.99198913574219,68.56856536865234,67.69770050048828,10472100.0,67.69770050048828
2004-10-12,68.87387084960938,66.76676940917969,67.28728485107422,68.76876831054688,11665500.0,68.76876831054688
2004-10-13,71.84684753417969,70.110107421875,71.73173522949219,70.52052307128906,19766200.0,70.52052307128906
2004-10-14,71.26126098632812,69.34934997558594,70.57557678222656,71.0710678100586,10442100.0,71.0710678100586
2004-10-15,72.82282257080078,71.0460433959961,72.53753662109375,72.12712860107422,13194700.0,72.12712860107422
2004-10-18,74.67467498779297,70.67567443847656,71.67166900634766,74.65465545654297,14036300.0,74.65465545654297
2004-10-19,76.27627563476562,73.74874877929688,75.32532501220703,74.0440444946289,18109800.0,74.0440444946289
2004-10-20,74.56957244873047,69.869873046875,74.0890884399414,70.31531524658203,22722600.0,70.31531524658203
2004-10-21,75.14013671875,70.8808822631836,72.27227020263672,74.76476287841797,29149800.0,74.76476287841797
2004-10-22,90.17517852783203,82.12212371826172,85.35535430908203,86.30130004882812,73710000.0,86.30130004882812
2004-10-25,97.31230926513672,86.36135864257812,88.28829193115234,93.79379272460938,65462800.0,93.79379272460938
2004-10-26,96.41641998291016,90.090087890625,93.26325988769531,90.9909896850586,44569500.0,90.9909896850586
2004-10-27,94.8548583984375,90.9759750366211,91.45145416259766,93.07807922363281,26686200.0,93.07807922363281
2004-10-28,97.29228973388672,92.89289093017578,93.43343353271484,96.74674987792969,29663900.0,96.74674987792969
2004-10-29,100.0750732421875,95.39539337158203,99.54454803466797,95.41541290283203,42282600.0,95.41541290283203
2004-11-01,98.9339370727539,95.73072814941406,96.87187194824219,98.11311340332031,24425300.0,98.11311340332031
2004-11-02,99.72472381591797,96.76676940917969,99.48948669433594,97.53253173828125,22669900.0,97.53253173828125
2004-11-03,100.9009017944336,95.47047424316406,99.1891860961914,95.9309310913086,27749600.0,95.9309310913086
2004-11-04,95.29529571533203,91.76676940917969,94.31431579589844,92.44244384765625,28790300.0,92.44244384765625
2004-11-05,91.24124145507812,84.35935974121094,91.0810775756836,84.75975799560547,39626500.0,84.75975799560547
2004-11-08,87.80780792236328,84.78478240966797,85.55055236816406,86.36135864257812,22361200.0,86.36135864257812
2004-11-09,87.68769073486328,82.71772003173828,87.13713836669922,84.43443298339844,22106200.0,84.43443298339844
2004-11-10,86.34634399414062,83.24824523925781,85.42041778564453,84.0140151977539,21266700.0,84.0140151977539
2004-11-11,91.96696472167969,83.86886596679688,84.64965057373047,91.60160064697266,29941000.0,91.60160064697266
